planet;position;mass
uranus;POINTZ(10.188088460622584 16.688445611086152 16.688445611086152);0.0017237240570597112
neptune;POINTZ(29.869095356134306 0.31320348072816045 0.31320348072816045);0.0020336868699246304
sun;POINTZ(0.0044325494158374765 -0.007396236420748367 -0.007396236420748367);39.47841760435743
jupiter;POINTZ(-0.8190807675181827 5.097229912773382 5.097229912773382);0.03769367487038949
saturn;POINTZ(9.547928432518342 -0.48928990464350286 -0.48928990464350286);0.011286326131968767
uranus;POINTZ(10.175755170814396 16.69529147645431 16.69529147645431);0.0017237240570597112
neptune;POINTZ(29.868916209083313 0.3247615322144467 0.3247615322144467);0.0020336868699246304
sun;POINTZ(0.004459445648090584 -0.007399988841371448 -0.007399988841371448);39.47841760435743
jupiter;POINTZ(-0.8466347548334247 5.094137047951843 5.094137047951843);0.03769367487038949
saturn;POINTZ(9.547789516315106 -0.4689617174426167 -0.4689617174426167);0.011286326131968767
uranus;POINTZ(10.163416501977547 16.702128510519483 16.702128510519483);0.0017237240570597112
neptune;POINTZ(29.868732633257057 0.3363195351774071 0.3363195351774071);0.0020336868699246304
sun;POINTZ(0.004486331475457401 -0.007403602480394438 -0.007403602480394438);39.47841760435743
jupiter;POINTZ(-0.8741644486320318 5.090898609057928 5.090898609057928);0.03769367487038949
saturn;POINTZ(9.547607479327418 -0.44863143246081644 -0.44863143246081644);0.011286326131968767
uranus;POINTZ(10.151072460180464 16.708956708900253 16.708956708900253);0.0017237240570597112
neptune;POINTZ(29.86854462865942 0.3478774879024543 0.3478774879024543);0.0020336868699246304
sun;POINTZ(0.004513206170777331 -0.007407077513798576 -0.007407077513798576);39.47841760435743
jupiter;POINTZ(-0.9016690832109966 5.087514808005536 5.087514808005536);0.03769367487038949
saturn;POINTZ(9.547382306892699 -0.4282991408987077 -0.4282991408987077);0.011286326131968767
uranus;POINTZ(10.138723051495427 16.715776067218776 16.715776067218776);0.0017237240570597112
neptune;POINTZ(29.868352195294957 0.3594353886750024 0.3594353886750024);0.0020336868699246304
sun;POINTZ(0.004540069008741526 -0.007410414121296381 -0.007410414121296381);39.47841760435743
jupiter;POINTZ(-0.9291478948629821 5.083985860638612 5.083985860638612);0.03769367487038949
saturn;POINTZ(9.547113984535493 -0.40796493403122236 -0.40796493403122236);0.011286326131968767
uranus;POINTZ(10.126368281998577 16.72258658110079 16.72258658110079);0.0017237240570597112
neptune;POINTZ(29.868155333168882 0.37099323578046706 0.37099323578046706);0.0020336868699246304
sun;POINTZ(0.004566919265910298 -0.007413612486312896 -0.007413612486312896);39.47841760435743
jupiter;POINTZ(-0.9566001218946546 5.080311986711399 5.080311986711399);0.03769367487038949
saturn;POINTZ(9.546802497967803 -0.3876289032072747 -0.3876289032072747);0.011286326131968767
uranus;POINTZ(10.114008157769904 16.729388246175592 16.729388246175592);0.0017237240570597112
neptune;POINTZ(29.867954042287085 0.38255102750426595 0.38255102750426595);0.0020336868699246304
sun;POINTZ(0.004593756220730339 -0.007416672795966891 -0.007416672795966891);39.47841760435743
jupiter;POINTZ(-0.9840250046448179 5.076493409868639 5.076493409868639);0.03769367487038949
saturn;POINTZ(9.546447833089434 -0.36729113984941625 -0.36729113984941625);0.011286326131968767
uranus;POINTZ(10.101642684893246 16.736181058076074 16.736181058076074);0.0017237240570597112
neptune;POINTZ(29.86774832265612 0.3941087621318191 0.3941087621318191);0.0020336868699246304
sun;POINTZ(0.004620579153551741 -0.007419595241052009 -0.007419595241052009);39.47841760435743
jupiter;POINTZ(-1.0114217855023488 5.07253035762573 5.07253035762573);0.03769367487038949
saturn;POINTZ(9.546049975988327 -0.3469517354534888 -0.3469517354534888);0.011286326131968767
uranus;POINTZ(10.089271869456288 16.742965012438702 16.742965012438702);0.0017237240570597112
neptune;POINTZ(29.867538174283208 0.4056664379485491 0.4056664379485491);0.0020336868699246304
sun;POINTZ(0.004647387346644847 -0.007422380016017873 -0.007422380016017873);39.47841760435743
jupiter;POINTZ(-1.0387897089239357 5.068423061348836 5.068423061348836);0.03769367487038949
saturn;POINTZ(9.545608912940894 -0.32661078158827644 -0.32661078158827644);0.011286326131968767
uranus;POINTZ(10.076895717550553 16.749740104903523 16.749740104903523);0.0017237240570597112
neptune;POINTZ(29.86732359717624 0.41722405323988143 0.41722405323988143);0.0020336868699246304
sun;POINTZ(0.004674180084216891 -0.007425027318951152 -0.007425027318951152);39.47841760435743
jupiter;POINTZ(-1.0661280214516187 5.064171756234943 5.064171756234943);0.03769367487038949
saturn;POINTZ(9.545124630412364 -0.306268369895156 -0.306268369895156);0.011286326131968767
uranus;POINTZ(10.064514235271401 16.75650633111417 16.75650633111417);0.0017237240570597112
neptune;POINTZ(29.86710459134378 0.42878160629124473 0.42878160629124473);0.0020336868699246304
sun;POINTZ(0.004700956652428472 -0.00742753735155658 -0.00742753735155658);39.47841760435743
jupiter;POINTZ(-1.0934359717301338 5.05977668129188 5.05977668129188);0.03769367487038949
saturn;POINTZ(9.54459711505711 -0.2859245920877457 -0.2859245920877457);0.011286326131968767
uranus;POINTZ(10.052127428718032 16.76326368671787 16.76326368671787);0.0017237240570597112
neptune;POINTZ(29.86688115679505 0.4403390953880712 0.4403390953880712);0.0020336868699246304
sun;POINTZ(0.004727716339409825 -0.007429910319137943 -0.007429910319137943);39.47841760435743
jupiter;POINTZ(-1.1207128105240622 5.055238079318299 5.055238079318299);0.03769367487038949
saturn;POINTZ(9.544026353718994 -0.26557953995155276 -0.26557953995155276);0.011286326131968767
uranus;POINTZ(10.039735303993469 16.770012167365433 16.770012167365433);0.0017237240570597112
neptune;POINTZ(29.866653293539947 0.45189651881579684 0.45189651881579684);0.0020336868699246304
sun;POINTZ(0.004754458435276911 -0.007432146430579021 -0.007432146430579021);39.47841760435743
jupiter;POINTZ(-1.1479577907347822 5.050556196883608 5.050556196883608);0.03769367487038949
saturn;POINTZ(9.543412333431698 -0.24523330534361937 -0.24523330534361937);0.011286326131968767
uranus;POINTZ(10.027337867204565 16.776751768711268 16.776751768711268);0.0017237240570597112
neptune;POINTZ(29.86642100158904 0.4634538748598617 0.4634538748598617);0.0020336868699246304
sun;POINTZ(0.0047811822321473275 -0.0074342458983245 -0.0074342458983245);39.47841760435743
jupiter;POINTZ(-1.1751701674172277 5.045731284307875 5.045731284307875);0.03769367487038949
saturn;POINTZ(9.542755041419062 -0.22488598019216705 -0.22488598019216705);0.011286326131968767
uranus;POINTZ(10.014935124461998 16.78348248641338 16.78348248641338);0.0017237240570597112
neptune;POINTZ(29.866184280953558 0.4750111618057104 0.4750111618057104);0.0020336868699246304
sun;POINTZ(0.004807887024156022 -0.007436208938360849 -0.007436208938360849);39.47841760435743
jupiter;POINTZ(-1.2023491977964518 5.040763595641688 5.040763595641688);0.03769367487038949
saturn;POINTZ(9.542054465095415 -0.20453765649623978 -0.20453765649623978);0.011286326131968767
uranus;POINTZ(10.002527081880261 16.79020431613337 16.79020431613337);0.0017237240570597112
neptune;POINTZ(29.86594313164541 0.486568377938792 0.486568377938792);0.0020336868699246304
sun;POINTZ(0.0048345721074708305 -0.007438035770197164 -0.007438035770197164);39.47841760435743
jupiter;POINTZ(-1.2294941412839975 5.035653388645988 5.035653388645988);0.03769367487038949
saturn;POINTZ(9.541310592065916 -0.18418842632534554 -0.18418842632534554);0.011286326131968767
uranus;POINTZ(9.99011374557767 16.79691725353644 16.79691725353644);0.0017237240570597112
neptune;POINTZ(29.865697553677165 0.4981255215445607 0.4981255215445607);0.0020336868699246304
sun;POINTZ(0.004861236780307825 -0.007439726616845982 -0.007439726616845982);39.47841760435743
jupiter;POINTZ(-1.2566042594940758 5.030400924771865 5.030400924771865);0.03769367487038949
saturn;POINTZ(9.540523410126882 -0.16383838181909638 -0.16383838181909638);0.011286326131968767
uranus;POINTZ(9.97769512167635 16.803621294291393 16.803621294291393);0.0017237240570597112
neptune;POINTZ(29.865447547062068 0.509682590908476 0.509682590908476);0.0020336868699246304
sun;POINTZ(0.004887880342946485 -0.007441281704804065 -0.007441281704804065);39.47841760435743
jupiter;POINTZ(-1.2836788162595507 5.025006469140324 5.025006469140324);0.03769367487038949
saturn;POINTZ(9.53969290726613 -0.14348761518684705 -0.14348761518684705);0.011286326131968767
uranus;POINTZ(9.965271216302234 16.81031643407065 16.81031643407065);0.0017237240570597112
neptune;POINTZ(29.865193111814033 0.5212395843160029 0.5212395843160029);0.0020336868699246304
sun;POINTZ(0.00491450209774468 -0.00744270126403316 -0.00744270126403316);39.47841760435743
jupiter;POINTZ(-1.3107170776477337 5.019470290522029 5.019470290522029);0.03769367487038949
saturn;POINTZ(9.5388190716633 -0.1231362187073321 -0.1231362187073321);0.011286326131968767
uranus;POINTZ(9.952842035585064 16.817002668550234 16.817002668550234);0.0017237240570597112
neptune;POINTZ(29.864934247947645 0.5327965000526125 0.5327965000526125);0.0020336868699246304
sun;POINTZ(0.0049411013491534725 -0.007443985527940732 -0.007443985527940732);39.47841760435743
jupiter;POINTZ(-1.3377183119759875 5.013792661317006 5.013792661317006);0.03769367487038949
saturn;POINTZ(9.537901891690197 -0.10278428472830155 -0.10278428472830155);0.011286326131968767
uranus;POINTZ(9.940407585658384 16.82367999340978 16.82367999340978);0.0017237240570597112
neptune;POINTZ(29.864670955478154 0.5443533364037816 0.5443533364037816);0.0020336868699246304
sun;POINTZ(0.004967677403731742 -0.0074451347333606725 -0.0074451347333606725);39.47841760435743
jupiter;POINTZ(-1.3646817898271393 5.007973857534338 5.007973857534338);0.03769367487038949
saturn;POINTZ(9.536941355911122 -0.08243190566615508 -0.08243190566615508);0.011286326131968767
uranus;POINTZ(9.927967872659536 16.830348404332536 16.830348404332536);0.0017237240570597112
neptune;POINTZ(29.864403234421488 0.5559100916549939 0.5559100916549939);0.0020336868699246304
sun;POINTZ(0.004994229570160623 -0.007446149120533987 -0.007446149120533987);39.47841760435743
jupiter;POINTZ(-1.3916067840647055 5.002014158771822 5.002014158771822);0.03769367487038949
saturn;POINTZ(9.535937453083198 -0.062079174005574694 -0.062079174005574694);0.011286326131968767
uranus;POINTZ(9.91552290272966 16.837007897005375 16.837007897005375);0.0017237240570597112
neptune;POINTZ(29.864131084794238 0.5674667640917397 0.5674667640917397);0.0020336868699246304
sun;POINTZ(0.00502075715925777 -0.007447028933089466 -0.007447028933089466);39.47841760435743
jupiter;POINTZ(-1.4184925698479274 4.995913848195614 4.995913848195614);0.03769367487038949
saturn;POINTZ(9.534890172156713 -0.041726182299155964 -0.041726182299155964);0.011286326131968767
uranus;POINTZ(9.903072682013683 16.843658467118786 16.843658467118786);0.0017237240570597112
neptune;POINTZ(29.863854506613674 0.5790233519995162 0.5790233519995162);0.0020336868699246304
sun;POINTZ(0.005047259483991437 -0.007447774418024326 -0.007447774418024326);39.47841760435743
jupiter;POINTZ(-1.4453384246466197 4.989673212519847 4.989673212519847);0.03769367487038949
saturn;POINTZ(9.53379950227544 -0.02137302316703775 -0.02137302316703775);0.011286326131968767
uranus;POINTZ(9.890617216660326 16.850300110366884 16.850300110366884);0.0017237240570597112
neptune;POINTZ(29.86357349989773 0.590579853663828 0.590579853663828);0.0020336868699246304
sun;POINTZ(0.005073735859494384 -0.007448385825684849 -0.007448385825684849);39.47841760435743
jupiter;POINTZ(-1.4721436282558318 4.983292541986238 4.983292541986238);0.03769367487038949
saturn;POINTZ(9.532665432776971 -0.0010197892965304288 -0.0010197892965304288);0.011286326131968767
uranus;POINTZ(9.878156512822093 16.856932822447412 16.856932822447412);0.0017237240570597112
neptune;POINTZ(29.863288064665017 0.6021362673701874 0.6021362673701874);0.0020336868699246304
sun;POINTZ(0.005100185603077601 -0.007448863409746993 -0.007448863409746993);39.47841760435743
jupiter;POINTZ(-1.4989074628103232 4.9767721303436705 4.9767721303436705);0.03769367487038949
saturn;POINTZ(9.531487953193055 0.019333426558257316 0.019333426558257316);0.011286326131968767
uranus;POINTZ(9.865690576655272 16.863556599061734 16.863556599061734);0.0017237240570597112
neptune;POINTZ(29.862998200934815 0.6136925914041145 0.6136925914041145);0.0020336868699246304
sun;POINTZ(0.005126608034243861 -0.007449207427196999 -0.007449207427196999);39.47841760435743
jupiter;POINTZ(-1.5256292127988536 4.970112274827768 4.970112274827768);0.03769367487038949
saturn;POINTZ(9.530267053249917 0.039686531576793235 0.039686531576793235);0.011286326131968767
uranus;POINTZ(9.853219414319927 16.87017143591486 16.87017143591486);0.0017237240570597112
neptune;POINTZ(29.862703908727074 0.6252488240511374 0.6252488240511374);0.0020336868699246304
sun;POINTZ(0.005153002474701092 -0.007449418138311975 -0.007449418138311975);39.47841760435743
jupiter;POINTZ(-1.5523081650782886 4.963313276140452 4.963313276140452);0.03769367487038949
saturn;POINTZ(9.529002722868592 0.06003943287249773 0.06003943287249773);0.011286326131968767
uranus;POINTZ(9.8407430319799 16.87677732871542 16.87677732871542);0.0017237240570597112
neptune;POINTZ(29.862405188062418 0.6368049635967927 0.6368049635967927);0.0020336868699246304
sun;POINTZ(0.005179368248375576 -0.007449495806640478 -0.007449495806640478);39.47841760435743
jupiter;POINTZ(-1.5789436088875217 4.956375438429486 4.956375438429486);0.03769367487038949
saturn;POINTZ(9.527694952165255 0.08039203749312156 0.08039203749312156);0.011286326131968767
uranus;POINTZ(9.828261435802803 16.883374273175697 16.883374273175697);0.0017237240570597112
neptune;POINTZ(29.862102038962146 0.6483610083266261 0.6483610083266261);0.0020336868699246304
sun;POINTZ(0.005205704681424975 -0.007449440698983084 -0.007449440698983084);39.47841760435743
jupiter;POINTZ(-1.6055348358612131 4.9492990692680126 4.9492990692680126);0.03769367487038949
saturn;POINTZ(9.52634373145155 0.100744252421125 0.100744252421125);0.011286326131968767
uranus;POINTZ(9.815774631960018 16.889962265011608 16.889962265011608);0.0017237240570597112
neptune;POINTZ(29.861794461448223 0.659916956526192 0.659916956526192);0.0020336868699246304
sun;POINTZ(0.005232011102251177 -0.007449253085372949 -0.007449253085372949);39.47841760435743
jupiter;POINTZ(-1.632081140043348 4.942084479634081 4.942084479634081);0.03769367487038949
saturn;POINTZ(9.524949051234914 0.1210959845740586 0.1210959845740586);0.011286326131968767
uranus;POINTZ(9.803282626626691 16.896541299942715 16.896541299942715);0.0017237240570597112
neptune;POINTZ(29.861482455543293 0.6714728064810539 0.6714728064810539);0.0020336868699246304
sun;POINTZ(0.005258286841512981 -0.007448933239056362 -0.007448933239056362);39.47841760435743
jupiter;POINTZ(-1.6585818179006118 4.934731983890168 4.934731983890168);0.03769367487038949
saturn;POINTZ(9.52351090221891 0.14144714080494528 0.14144714080494528);0.011286326131968767
uranus;POINTZ(9.790785425981733 16.90311137369223 16.90311137369223);0.0017237240570597112
neptune;POINTZ(29.861166021270666 0.6830285564767852 0.6830285564767852);0.0020336868699246304
sun;POINTZ(0.005284531232138598 -0.0074484814364733 -0.0074484814364733);39.47841760435743
jupiter;POINTZ(-1.6850361683355874 4.927241899762687 4.927241899762687);0.03769367487038949
saturn;POINTZ(9.522029275303543 0.16179762790266405 0.16179762790266405);0.011286326131968767
uranus;POINTZ(9.77828303620781 16.909672481987016 16.909672481987016);0.0017237240570597112
neptune;POINTZ(29.860845158654328 0.6945842047989689 0.6945842047989689);0.0020336868699246304
sun;POINTZ(0.005310743609337989 -0.007447897957237971 -0.007447897957237971);39.47841760435743
jupiter;POINTZ(-1.7114434926997713 4.9196145483215075 4.9196145483215075);0.03769367487038949
saturn;POINTZ(9.5205041615856 0.1821473525923352 0.1821473525923352);0.011286326131968767
uranus;POINTZ(9.765775463491346 16.91622462055759 16.91622462055759);0.0017237240570597112
neptune;POINTZ(29.860519867718942 0.7061397497331983 0.7061397497331983);0.0020336868699246304
sun;POINTZ(0.005336923310615028 -0.007447183084119363 -0.007447183084119363);39.47841760435743
jupiter;POINTZ(-1.7378030948064125 4.911850253959455 4.911850253959455);0.03769367487038949
saturn;POINTZ(9.51893555235897 0.2024962215357069 0.2024962215357069);0.011286326131968767
uranus;POINTZ(9.753262714022517 16.92276778513812 16.92276778513812);0.0017237240570597112
neptune;POINTZ(29.860190148489842 0.7176951895650769 0.7176951895650769);0.0020336868699246304
sun;POINTZ(0.005363069675779502 -0.007446337103021782 -0.007446337103021782);39.47841760435743
jupiter;POINTZ(-1.7641142809431734 4.903949344371822 4.903949344371822);0.03769367487038949
saturn;POINTZ(9.517323439114966 0.22284414133154343 0.22284414133154343);0.011286326131968767
uranus;POINTZ(9.740744793995246 16.929301971466444 16.929301971466444);0.0017237240570597112
neptune;POINTZ(29.85985600099303 0.729250522580219 0.729250522580219);0.0020336868699246304
sun;POINTZ(0.005389182046958932 -0.007445360302965404 -0.007445360302965404);39.47841760435743
jupiter;POINTZ(-1.7903763598846145 4.895912150535874 4.895912150535874);0.03769367487038949
saturn;POINTZ(9.515667813542652 0.2431910185160148 0.2431910185160148);0.011286326131968767
uranus;POINTZ(9.728221709607203 16.935827175284057 16.935827175284057);0.0017237240570597112
neptune;POINTZ(29.859517425255188 0.7408057470642498 0.7408057470642498);0.0020336868699246304
sun;POINTZ(0.005415259768610239 -0.00744425297606682 -0.00744425297606682);39.47841760435743
jupiter;POINTZ(-1.8165886429045035 4.887739006690358 4.887739006690358);0.03769367487038949
saturn;POINTZ(9.51396866752917 0.2635367595630879 0.2635367595630879);0.011286326131968767
uranus;POINTZ(9.715693467059802 16.942343392336124 16.942343392336124);0.0017237240570597112
neptune;POINTZ(29.85917442130367 0.7523608613028058 0.7523608613028058);0.0020336868699246304
sun;POINTZ(0.005441302187531235 -0.007443015417519587 -0.007443015417519587);39.47841760435743
jupiter;POINTZ(-1.8427504437879492 4.8794302503150195 4.8794302503150195);0.03769367487038949
saturn;POINTZ(9.512225993160058 0.28388127088491927 0.28388127088491927);0.011286326131968767
uranus;POINTZ(9.703160072558195 16.948850618371477 16.948850618371477);0.0017237240570597112
neptune;POINTZ(29.858826989166506 0.7639158635815346 0.7639158635815346);0.0020336868699246304
sun;POINTZ(0.005467308652871948 -0.007441647925574783 -0.007441647925574783);39.47841760435743
jupiter;POINTZ(-1.8688610788433626 4.870986222110112 4.870986222110112);0.03769367487038949
saturn;POINTZ(9.510439782719581 0.3042244588322491 0.3042244588322491);0.011286326131968767
uranus;POINTZ(9.690621532311269 16.955348849142627 16.955348849142627);0.0017237240570597112
neptune;POINTZ(29.858475128872396 0.775470752186096 0.775470752186096);0.0020336868699246304
sun;POINTZ(0.00549327851614579 -0.007440150801521569 -0.007440150801521569);39.47841760435743
jupiter;POINTZ(-1.8949198669142442 4.862407265975926 4.862407265975926);0.03769367487038949
saturn;POINTZ(9.508610028691047 0.324566229694797 0.324566229694797);0.011286326131968767
uranus;POINTZ(9.678077852531645 16.96183808040575 16.96183808040575);0.0017237240570597112
neptune;POINTZ(29.858118840450715 0.7870255254021614 0.7870255254021614);0.0020336868699246304
sun;POINTZ(0.005519211131240553 -0.007438524349667763 -0.007438524349667763);39.47841760435743
jupiter;POINTZ(-1.9209261293908007 4.853693728992319 4.853693728992319);0.03769367487038949
saturn;POINTZ(9.506736723757127 0.34490648970165916 0.34490648970165916);0.011286326131968767
uranus;POINTZ(9.665529039435675 16.96831830792072 16.96831830792072);0.0017237240570597112
neptune;POINTZ(29.857758123931518 0.7985801815154149 0.7985801815154149);0.0020336868699246304
sun;POINTZ(0.005545105854429243 -0.007436768877320414 -0.007436768877320414);39.47841760435743
jupiter;POINTZ(-1.9468791902213893 4.844845961398253 4.844845961398253);0.03769367487038949
saturn;POINTZ(9.504819860800186 0.365245145021707 0.365245145021707);0.011286326131968767
uranus;POINTZ(9.652975099243436 16.974789527451073 16.974789527451073);0.0017237240570597112
neptune;POINTZ(29.85739297934553 0.8101347188115527 0.8101347188115527);0.0020336868699246304
sun;POINTZ(0.005570962044380762 -0.007434884694766394 -0.007434884694766394);39.47841760435743
jupiter;POINTZ(-1.9727783759237945 4.835864316571347 4.835864316571347);0.03769367487038949
saturn;POINTZ(9.502859432902593 0.3855821017639874 0.3855821017639874);0.011286326131968767
uranus;POINTZ(9.64041603817873 16.981251734764044 16.981251734764044);0.0017237240570597112
neptune;POINTZ(29.857023406724153 0.8216891355762843 0.8216891355762843);0.0020336868699246304
sun;POINTZ(0.00559677906217041 -0.007432872115252996 -0.007432872115252996);39.47841760435743
jupiter;POINTZ(-1.9986230155963332 4.826749151007435 4.826749151007435);0.03769367487038949
saturn;POINTZ(9.500855433347049 0.4059172659781243 0.4059172659781243);0.011286326131968767
uranus;POINTZ(9.627851862469075 16.98770492563056 16.98770492563056);0.0017237240570597112
neptune;POINTZ(29.85664940609946 0.8332434300953319 0.8332434300953319);0.0020336868699246304
sun;POINTZ(0.005622556271290247 -0.0074307314549685475 -0.0074307314549685475);39.47841760435743
jupiter;POINTZ(-2.0244124409287942 4.817500824300145 4.817500824300145);0.03769367487038949
saturn;POINTZ(9.498807855616903 0.4262505436547219 0.4262505436547219);0.011286326131968767
uranus;POINTZ(9.615282578345713 16.994149095825232 16.994149095825232);0.0017237240570597112
neptune;POINTZ(29.85627097750421 0.844797600654431 0.844797600654431);0.0020336868699246304
sun;POINTZ(0.005648293037659283 -0.007428463033023041 -0.007428463033023041);39.47841760435743
jupiter;POINTZ(-2.0501459862132103 4.808119699120484 4.808119699120484);0.03769367487038949
saturn;POINTZ(9.49671669339647 0.4465818407257697 0.4465818407257697);0.011286326131968767
uranus;POINTZ(9.602708192043597 17.000584241126376 17.000584241126376);0.0017237240570597112
neptune;POINTZ(29.855888120971823 0.8563516455393311 0.8563516455393311);0.0020336868699246304
sun;POINTZ(0.005673988729633514 -0.00742606717142877 -0.00742606717142877);39.47841760435743
jupiter;POINTZ(-2.0758229883544637 4.79860614119644 4.79860614119644);0.03769367487038949
saturn;POINTZ(9.494581940571353 0.46691106306504804 0.46691106306504804);0.011286326131968767
uranus;POINTZ(9.590128709801387 17.007010357316002 17.007010357316002);0.0017237240570597112
neptune;POINTZ(29.855500836536407 0.8679055630357951 0.8679055630357951);0.0020336868699246304
sun;POINTZ(0.005699642718015799 -0.007423544195080994 -0.007423544195080994);39.47841760435743
jupiter;POINTZ(-2.1014427868807277 4.7889605192926075 4.7889605192926075);0.03769367487038949
saturn;POINTZ(9.492403591228756 0.48723811648853643 0.48723811648853643);0.011286326131968767
uranus;POINTZ(9.577544137861459 17.013427440179825 17.013427440179825);0.0017237240570597112
neptune;POINTZ(29.85510912423274 0.8794593514296004 0.8794593514296004);0.0020336868699246304
sun;POINTZ(0.0057252543760655875 -0.0074208944317386075 -0.0074208944317386075);39.47841760435743
jupiter;POINTZ(-2.1270047239537444 4.779183205189822 4.779183205189822);0.03769367487038949
saturn;POINTZ(9.490181639657807 0.5075629067548226 0.5075629067548226);0.011286326131968767
uranus;POINTZ(9.564954482469886 17.01983548550727 17.01983548550727);0.0017237240570597112
neptune;POINTZ(29.854712984096277 0.8910130090065385 0.8910130090065385);0.0020336868699246304
sun;POINTZ(0.00575082307950848 -0.007418118212004842 -0.007418118212004842);39.47841760435743
jupiter;POINTZ(-2.1525081443789382 4.769274573664819 4.769274573664819);0.03769367487038949
saturn;POINTZ(9.48791608034987 0.5278853395655131 0.5278853395655131);0.011286326131968767
uranus;POINTZ(9.55235974987645 17.02623448909147 17.02623448909147);0.0017237240570597112
neptune;POINTZ(29.85431241616315 0.9025665340524156 0.9025665340524156);0.0020336868699246304
sun;POINTZ(0.005776348206545646 -0.007415215869307976 -0.007415215869307976);39.47841760435743
jupiter;POINTZ(-2.1779523956153706 4.759235002469911 4.759235002469911);0.03769367487038949
saturn;POINTZ(9.485606907998857 0.5482053205656456 0.5482053205656456);0.011286326131968767
uranus;POINTZ(9.539759946334627 17.03262444672927 17.03262444672927);0.0017237240570597112
neptune;POINTZ(29.853907420470165 0.9141199248530529 0.9141199248530529);0.0020336868699246304
sun;POINTZ(0.00580182913786308 -0.0074121877398820694 -0.0074121877398820694);39.47841760435743
jupiter;POINTZ(-2.203336827785531 4.749064872312688 4.749064872312688);0.03769367487038949
saturn;POINTZ(9.483254117501557 0.568522755344103 0.568522755344103);0.011286326131968767
uranus;POINTZ(9.52715507810159 17.039005354221235 17.039005354221235);0.0017237240570597112
neptune;POINTZ(29.85349799705481 0.9256731796942869 0.9256731796942869);0.0020336868699246304
sun;POINTZ(0.005827265256640713 -0.007409034162747726 -0.007409034162747726);39.47841760435743
jupiter;POINTZ(-2.2286607936849707 4.738764566835736 4.738764566835736);0.03769367487038949
saturn;POINTZ(9.480857703957936 0.5888375494340282 0.5888375494340282);0.011286326131968767
uranus;POINTZ(9.514545151438204 17.04537720737165 17.04537720737165);0.0017237240570597112
neptune;POINTZ(29.853084145955243 0.9372262968619691 0.9372262968619691);0.0020336868699246304
sun;POINTZ(0.005852655948561363 -0.00740575547969287 -0.00740575547969287);39.47841760435743
jupiter;POINTZ(-2.2539236487917758 4.72833447259639 4.72833447259639);0.03769367487038949
saturn;POINTZ(9.478417662671458 0.6091496083132412 0.6091496083132412);0.011286326131968767
uranus;POINTZ(9.501930172609027 17.051740001988524 17.051740001988524);0.0017237240570597112
neptune;POINTZ(29.852665867210305 0.9487792746419671 0.9487792746419671);0.0020336868699246304
sun;POINTZ(0.005878000601819548 -0.007402352035253552 -0.007402352035253552);39.47841760435743
jupiter;POINTZ(-2.279124751275884 4.717774979046497 4.717774979046497);0.03769367487038949
saturn;POINTZ(9.475933989149397 0.6294588374046572 0.6294588374046572);0.011286326131968767
uranus;POINTZ(9.4893101478823 17.058093733883595 17.058093733883595);0.0017237240570597112
neptune;POINTZ(29.852243160859512 0.9603321113201642 0.9603321113201642);0.0020336868699246304
sun;POINTZ(0.0059032986071301365 -0.007398824176694782 -0.007398824176694782);39.47841760435743
jupiter;POINTZ(-2.3042634620082465 4.707086478512216 4.707086478512216);0.03769367487038949
saturn;POINTZ(9.473406679103148 0.6497651420767071 0.6497651420767071);0.011286326131968767
uranus;POINTZ(9.47668508352995 17.06443839887233 17.06443839887233);0.0017237240570597112
neptune;POINTZ(29.85181602694306 0.9718848051824598 0.9718848051824598);0.0020336868699246304
sun;POINTZ(0.00592854935773686 -0.0073951722539913846 -0.0073951722539913846);39.47841760435743
jupiter;POINTZ(-2.329339144569831 4.696269366173845 4.696269366173845);0.03769367487038949
saturn;POINTZ(9.470835728448543 0.6700684276437577 0.6700684276437577);0.011286326131968767
uranus;POINTZ(9.464054985827588 17.070773992773933 17.070773992773933);0.0017237240570597112
neptune;POINTZ(29.851384465501813 0.9834373545147699 0.9834373545147699);0.0020336868699246304
sun;POINTZ(0.005953752249420674 -0.007391396619808881 -0.007391396619808881);39.47841760435743
jupiter;POINTZ(-2.354351165260472 4.6853240400456695 4.6853240400456695);0.03769367487038949
saturn;POINTZ(9.468221133306159 0.6903685993665356 0.6903685993665356);0.011286326131968767
uranus;POINTZ(9.451419861054495 17.07710051141135 17.07710051141135);0.0017237240570597112
neptune;POINTZ(29.850948476577322 0.9949897576030272 0.9949897576030272);0.0020336868699246304
sun;POINTZ(0.005978906680507971 -0.007387497629484405 -0.007387497629484405);39.47841760435743
jupiter;POINTZ(-2.3792988931075696 4.674250900955846 4.674250900955846);0.03769367487038949
saturn;POINTZ(9.465562890001626 0.710665562452551 0.710665562452551);0.011286326131968767
uranus;POINTZ(9.438779715493634 17.08341795061126 17.08341795061126);0.0017237240570597112
neptune;POINTZ(29.850508060211816 1.0065420127331812 1.0065420127331812);0.0020336868699246304
sun;POINTZ(0.006004012051878655 -0.007383475641007646 -0.007383475641007646);39.47841760435743
jupiter;POINTZ(-2.4041816998746346 4.663050352526313 4.663050352526313);0.03769367487038949
saturn;POINTZ(9.462860995065945 0.7309592220565236 0.7309592220565236);0.011286326131968767
uranus;POINTZ(9.42613455543164 17.0897263062041 17.0897263062041);0.0017237240570597112
neptune;POINTZ(29.8500632164482 1.0180941181911989 1.0180941181911989);0.0020336868699246304
